Symbol,Price_Tightness_1W
RIBB,0.09910802775024566
EURK,0.1923076923076882
TDAC,0.1958863858961934
COLA,0.1980198019801938
QSEA,0.19960079840318934
GRAF,0.28708133971291255
AIFE,0.29498525073745685
AACB,0.29644268774702925
SIMA,0.38314176245209913
YHNA,0.3875968992248151
JACS,0.389483933787723
HSPT,0.39138943248533187
DYNX,0.3960396039603876
GSHR,0.3976143141153173
UYSC,0.39880358923229464
GIG,0.48169556840077754
BACQ,0.485908649173945
NTWO,0.4878048780487874
FACT,0.48875855327468926
DMAA,0.491159135559911
FERA,0.49309664694280775
RAC,0.5928853754940585
NOEM,0.5970149253731393
CUB,0.663507109004742
FSHP,0.6679389312977126
VCIC,0.6737247353224282
MLAC,0.6829268292682955
ATII,0.6869479882237516
LPAA,0.7662835249042153
VACH,0.7699711260827725
FVN,0.7729468599033823
PLMK,0.7804878048780495
BEAG,0.8587786259541972
DRDB,0.8687258687258673
ALDF,0.9532888465204923
CAPN,0.9680542110358145
CHAR,0.9708737864077808
NHIC,0.9871668311944859
HVII,0.9891196834816979
OACC,1.0426540284360304
POLE,1.0546500479386332
WLAC,1.1707317073170656
RDAC,1.2500000000000075
DEFR,1.2598425196850405
ALF,1.3220018885741318
DTSQ,1.337153772683864
LOKV,1.5252621544327944
TVA,1.5748031496063006
BOBP,1.645264847512039
SVCC,1.9398642095053449
MRP,2.0349875044626926
RANG,2.679425837320568
EQV,2.8063610851262766
MACI,3.8781163434903037
SBXD,3.9667896678966765
ASPC,4.056603773584904
MDU,4.1087962962963
SOBO,4.267161410018548
AAM,4.355885078776635
CEPT,4.42176870748299
MBAV,4.429860541427392
HTO,4.658151765589789
CURB,4.673301601038505
SNRE,4.698614751029587
FBLA,4.7153024911031975
GSRT,4.8225659690627785
SW,5.248868778280543
BKV,5.729396209784049
TWFG,6.0515603799186
CEPO,6.2648691514670825
AII,6.704871060171909
OS,7.282535401213757
AHL,7.488610478359896
HOND,7.598039215686272
FLG,7.800829875518682
CCIR,8.168316831683157
FDSB,8.235294117647065
ECG,8.917609046849751
INR,9.42970073404857
TLX,10.038610038610042
HNGE,11.287176986835695
CTEV,11.708628697140062
TIC,12.315698178664354
PRMB,12.439467312348667
MNTN,12.663919070813048
TBN,13.086956521739138
GLXY,13.866540463795552
MSIF,14.206744057490328
RHLD,14.39295884027958
NVA,16.073871409028726
VENU,16.666666666666664
BGM,17.071428571428577
EPSM,17.396247868106883
AAPG,18.051384718051384
BBNX,18.32098765432099
TVRD,23.11879602945885
ETOR,25.0814332247557
ANTA,26.517571884984026
CEP,27.02928870292886
MAZE,30.0
STRZ,31.505657093124455
CRWV,31.584948688711517
KG,32.46624958840961
PTHL,70.78740157480314
LIMN,82.94602698650675
